_MSSubClass,_MSZoning,_LotFrontage,_LotArea,_Street,_Alley,_LotShape,_LandContour,_LandContour_IsFlat,_Utilities,_LotConfig,_LandSlope,_Neighborhood,_Condition_Artery,_Condition_Feedr,_Condition_Norm,_Condition_RRNn,_Condition_RRAn,_Condition_PosN,_Condition_PosA,_Condition_RRNe,_Condition_RRAe,_BldgType,_HouseStyle,_OverallQual,_OverallCond,_YearBuilt,_YearRemodAdd,_BuildingAge,_YearsFromRemod,_RoofStyle,_RoofMatl,_Exterior_AsbShng,_Exterior_AsphShn,_Exterior_BrkComm,_Exterior_BrkFace,_Exterior_CBlock,_Exterior_CemntBd,_Exterior_HdBoard,_Exterior_ImStucc,_Exterior_MetalSd,_Exterior_Plywood,_Exterior_Other,_Exterior_Stone,_Exterior_Stucco,_Exterior_VinylSd,_Exterior_WdSdng,_Exterior_WdShing,_MasVnrType_BrkCmn,_MasVnrType_BrkFace,_MasVnrType_CBlock,_MasVnrType_Stone,_MasVnrArea,_ExterQual,_ExterCond,_Foundation,_BsmtQual,_BsmtCond,_BsmtExposure,_BsmtFinType1,_BsmtFinSF1,_BsmtFinType2,_BsmtFinSF2,_BsmtUnfSF,_TotalBsmtSF,_Heating,_HeatingQC,_CentralAir,_Electrical,_1stFlrSF,_2ndFlrSF,_LowQualFinSF,_GrLivArea,_BsmtFullBath,_BsmtHalfBath,_FullBath,_HalfBath,_BedroomAbvGr,_KitchenAbvGr,_KitchenQual,_TotRmsAbvGrd,_Functional,_Fireplaces,_FireplaceQu,_GarageType_2Types,_GarageType_Attchd,_GarageType_Basment,_GarageType_BuiltIn,_GarageType_CarPort,_GarageType_Detchd,_GarageYrBlt,_GarageAge,_GarageFinish,_GarageCars,_GarageArea,_GarageQual,_GarageCond,_PavedDrive,_WoodDeckSF,_OpenPorchSF,_EnclosedPorch,_3SsnPorch,_ScreenPorch,_PoolArea,_PoolQC,_Fence,_MiscFeature_Elev,_MiscFeature_Gar2,_MiscFeature_Shed,_MiscFeature_TenC,_MiscVal,_MoSold,_QuarterSold,_YrSold,_SaleType_WD,_SaleType_CWD,_SaleType_VWD,_SaleType_New,_SaleType_COD,_SaleType_Con,_SaleType_ConLw,_SaleType_ConLI,_SaleType_ConLD,_SaleCondition_Normal,_SaleCondition_Abnorml,_SaleCondition_AdjLand,_SaleCondition_Alloca,_SaleCondition_Family,_SaleCondition_Partial,Id,SalePrice
20_,RL,70.0,11200.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,Sawyer,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,5.0,1965.0,1965.0,43,43,Hip,CompShg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,1,3,906.0,1,0.0,134.0,1040.0,GasA,4.0,1,4.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,7.0,0.0,0,0,0,0,0,0,1,1965.0,43.0,1,1,384,3,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,129500
60_,RL,85.0,11924.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,2Story,9.0,5.0,2005.0,2006.0,1,0,Hip,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,286.0,4.0,2.0,PConc,5,3,1,6,998.0,1,0.0,177.0,1175.0,GasA,4.0,1,4.0,1182.0,1142.0,0.0,2324.0,1.0,0.0,3.0,0.0,4.0,1.0,4.0,11.0,7.0,2.0,3,0,0,0,1,0,0,2005.0,1.0,3,3,736,3,3,2.0,147,21,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,345000
20_,RL,,12968.0,1.0,0.0,1.0,Lvl,1,3.0,Inside,2.0,Sawyer,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,6.0,1962.0,1962.0,46,46,Hip,CompShg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,1,5,737.0,1,0.0,175.0,912.0,GasA,2.0,1,4.0,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,7.0,0.0,0,0,0,0,0,0,1,1962.0,46.0,1,1,352,3,3,2.0,140,0,0,0,176,0,0,0,0,0,0,0,0,9.0,3.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,144000
20_,RL,91.0,10652.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,CollgCr,0,0,1,0,0,0,0,0,0,1Fam,1Story,7.0,5.0,2006.0,2007.0,1,0,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,306.0,3.0,2.0,PConc,4,3,3,1,0.0,1,0.0,1494.0,1494.0,GasA,4.0,1,4.0,1494.0,0.0,0.0,1494.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,7.0,1.0,3,0,1,0,0,0,0,2006.0,1.0,2,3,840,3,3,2.0,160,33,0,0,0,0,0,0,0,0,0,0,0,8.0,3.0,2007.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,279500
20_,RL,,10920.0,1.0,0.0,2.0,Lvl,1,3.0,Corner,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,6.0,5.0,1960.0,1960.0,48,48,Hip,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,212.0,2.0,2.0,CBlock,3,3,1,4,733.0,1,0.0,520.0,1253.0,GasA,2.0,1,4.0,1253.0,0.0,0.0,1253.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,7.0,1.0,1,0,1,0,0,0,0,1960.0,48.0,2,1,352,3,3,2.0,0,213,176,0,0,0,0,2,0,0,0,0,0,5.0,2.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,157000
Rare,RM,51.0,6120.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,Rare,0,0,1,0,0,0,0,0,0,1Fam,Rare,7.0,8.0,1929.0,2001.0,78,6,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,BrkTil,3,3,1,1,0.0,1,0.0,832.0,832.0,GasA,4.0,1,3.0,854.0,0.0,0.0,854.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,7.0,0.0,0,0,0,0,0,0,1,1991.0,16.0,1,2,576,3,3,2.0,48,112,0,0,0,0,0,4,0,0,0,0,0,7.0,3.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,132000
20_,RL,,11241.0,1.0,0.0,2.0,Lvl,1,3.0,CulDSac,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,6.0,7.0,1970.0,1970.0,40,40,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,180.0,2.0,2.0,CBlock,3,3,1,5,578.0,1,0.0,426.0,1004.0,GasA,4.0,1,4.0,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,7.0,1.0,2,0,1,0,0,0,0,1970.0,40.0,3,2,480,3,3,2.0,0,0,0,0,0,0,0,0,0,0,1,0,700,3.0,1.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,149000
Rare,RL,72.0,10791.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,Sawyer,0,0,1,0,0,0,0,0,0,Rare,1Story,4.0,5.0,1967.0,1967.0,39,39,Gable,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,Rare,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2.0,1,4.0,1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,6.0,7.0,0.0,0,0,0,0,0,1,0,1967.0,39.0,1,2,516,3,3,2.0,0,0,0,0,0,0,0,0,0,0,1,0,500,10.0,4.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,90000
20_,RL,66.0,13695.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,Rare,0,0,1,0,0,0,0,0,1,1Fam,1Story,5.0,5.0,2004.0,2004.0,4,4,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,2.0,PConc,3,3,1,6,646.0,1,0.0,468.0,1114.0,GasA,4.0,1,4.0,1114.0,0.0,0.0,1114.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,7.0,0.0,0,0,0,0,0,0,1,2004.0,4.0,1,2,576,3,3,2.0,0,102,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,159000
20_,RL,70.0,7560.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,6.0,1958.0,1965.0,51,44,Hip,CompShg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,1,2,504.0,1,0.0,525.0,1029.0,GasA,2.0,1,4.0,1339.0,0.0,0.0,1339.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,0,0,1,0,0,0,0,1958.0,51.0,1,1,294,3,3,2.0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.0,2.0,2009.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,139000
60_,RL,101.0,14215.0,1.0,0.0,2.0,Lvl,1,3.0,Corner,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,2Story,8.0,5.0,2005.0,2006.0,1,0,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,380.0,3.0,2.0,PConc,5,3,3,1,0.0,1,0.0,1158.0,1158.0,GasA,4.0,1,4.0,1158.0,1218.0,0.0,2376.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,9.0,7.0,1.0,3,0,0,0,1,0,0,2005.0,1.0,2,3,853,3,3,2.0,240,154,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,325300
Rare,RM,57.0,7449.0,1.0,1.0,3.0,Rare,0,3.0,Inside,2.0,Rare,0,0,1,0,0,0,0,0,0,1Fam,Rare,7.0,7.0,1930.0,1950.0,77,57,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,PConc,3,3,1,1,0.0,1,0.0,637.0,637.0,GasA,4.0,1,2.0,1108.0,0.0,0.0,1108.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,7.0,1.0,3,0,1,0,0,0,0,1930.0,77.0,1,1,280,3,3,0.0,0,0,205,0,0,0,0,4,0,0,0,0,0,6.0,2.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,139400
20_,RL,75.0,9742.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,CollgCr,0,0,1,0,0,0,0,0,0,1Fam,1Story,8.0,5.0,2002.0,2002.0,6,6,Hip,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,281.0,3.0,2.0,PConc,4,3,1,1,0.0,1,0.0,1777.0,1777.0,GasA,4.0,1,4.0,1795.0,0.0,0.0,1795.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,7.0,1.0,3,0,1,0,0,0,0,2002.0,6.0,2,2,534,3,3,2.0,171,159,0,0,0,0,0,0,0,0,0,0,0,9.0,3.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,230000
120_,RM,44.0,4224.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,Rare,0,0,1,0,0,0,0,0,0,TwnhsE,1Story,5.0,7.0,1976.0,1976.0,31,31,Gable,CompShg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,PConc,4,3,1,6,840.0,1,0.0,200.0,1040.0,GasA,2.0,1,4.0,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,7.0,1.0,2,0,1,0,0,0,0,1976.0,31.0,1,2,572,3,3,2.0,100,110,0,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2007.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,129900
20_,RL,,8246.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,Sawyer,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,8.0,1968.0,2001.0,42,9,Gable,CompShg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,CBlock,3,3,2,3,188.0,5,668.0,204.0,1060.0,GasA,4.0,1,4.0,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,7.0,1.0,2,0,1,0,0,0,0,1968.0,42.0,1,1,270,3,3,2.0,406,90,0,0,0,0,0,3,0,0,0,0,0,5.0,2.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,154000
20_,RL,110.0,14230.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,1Story,8.0,5.0,2007.0,2007.0,2,2,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,640.0,3.0,2.0,PConc,4,3,1,1,0.0,1,0.0,1566.0,1566.0,GasA,4.0,1,4.0,1600.0,0.0,0.0,1600.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,7.0,1.0,3,0,1,0,0,0,0,2007.0,2.0,2,3,890,3,3,2.0,0,56,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,2009.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,256300
20_,RL,60.0,7200.0,1.0,0.0,3.0,Lvl,1,3.0,Corner,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,7.0,1951.0,2000.0,59,10,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,2,4,234.0,3,486.0,180.0,900.0,GasA,2.0,1,4.0,900.0,0.0,0.0,900.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,5.0,7.0,0.0,0,0,0,0,0,0,1,2005.0,5.0,1,2,576,3,3,2.0,222,32,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,134800
20_,RL,98.0,11478.0,1.0,0.0,3.0,Lvl,1,3.0,Inside,2.0,NridgHt,0,0,1,0,0,0,0,0,0,1Fam,1Story,8.0,5.0,2007.0,2008.0,3,2,Gable,CompShg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,200.0,3.0,2.0,PConc,5,3,1,6,1218.0,1,0.0,486.0,1704.0,GasA,4.0,1,4.0,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,7.0,1.0,3,0,1,0,0,0,0,2008.0,2.0,2,3,772,3,3,2.0,0,50,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2010.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,306000
20_,RL,47.0,16321.0,1.0,0.0,2.0,Lvl,1,3.0,CulDSac,2.0,NAmes,0,0,1,0,0,0,0,0,0,1Fam,1Story,5.0,6.0,1957.0,1997.0,49,9,Gable,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,CBlock,3,3,4,4,1277.0,1,0.0,207.0,1484.0,GasA,2.0,1,4.0,1600.0,0.0,0.0,1600.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,6.0,7.0,2.0,3,0,1,0,0,0,0,1957.0,49.0,2,1,319,3,3,2.0,288,258,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,2006.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,207500
Rare,RM,60.0,6324.0,1.0,0.0,2.0,Lvl,1,3.0,Inside,2.0,Rare,0,1,0,1,0,0,0,0,0,1Fam,1Story,4.0,6.0,1927.0,1950.0,81,58,Gable,CompShg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,BrkTil,3,3,1,1,0.0,1,0.0,520.0,520.0,GasA,1.0,0,4.0,520.0,0.0,0.0,520.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,0,0,0,0,0,0,1,1920.0,88.0,1,1,240,2,3,2.0,49,0,87,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2008.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,68500
